Titulo;Autor;Interprete;Tom;Categoria;Categoria rotulo;Link da letra;Link da cifra;Link de referencia;Observacao;Ativo
EIS OS PENSAMENTOS DO SEU CORAÇÃO;;;;ENTRADA;Entrada;;;;Entrada / Sagrado Coração;Sim
ELE CUMPRIRÁ;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/ele-cumprira/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/ele-cumprira/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Ele+Cumprirá;Pós-comunhão / oração / ação de graças;Sim
ELE VENCEU;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/ele-venceu/;https://www.cifraclub.com.br/comunidade-catolica-shalom/ele-venceu/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Ele+Venceu;Pós-comunhão / oração / ação de graças;Sim
EM ADORAÇÃO;"Betho Wilson; Guttemberg Junior";Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/1270122/;https://www.cifraclub.com.br/comunidade-catolica-shalom/1270122/;https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+EM+ADORA%C3%87%C3%83O;Pós-comunhão / adoração e gratidão;Sim
EM MEMÓRIA DE MIM;Cardeal Odilo Scherer;Cardeal Odilo Scherer;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=K0v5Nv11QI8;Comunhão / memória eucarística;Sim
EM ORAÇÃO;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/em-oracao/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/em-oracao/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Em+Oração;Pós-comunhão / oração / ação de graças;Sim
EM TEU ABRAÇO;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/em-teu-abraco/;https://www.cifraclub.com.br/comunidade-catolica-shalom/em-teu-abraco/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Em+Teu+Abraço;Pós-comunhão / oração / ação de graças;Sim
EM TUA PRESENÇA;Padre Fábio de Melo;Padre Fábio de Melo;;ADORACAO;Adoração;https://www.cifraclub.com.br/pe-fabio-de-melo/em-tua-presenca/;https://www.cifraclub.com.br/pe-fabio-de-melo/em-tua-presenca/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Em+Tua+Presença;Adoração;Sim
ENTRE NÓS;Ministério Amor e Adoração;Ministério Amor e Adoração;F;COMUNHAO;Comunhão;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/entre-nos/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/entre-nos/;;Comunhão / presença de Cristo;Sim
ENTREMOS NA CASA DO SENHOR;José Acácio;José Acácio;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=mLw6i8Bn4uk;Entrada / Santíssima Trindade;Sim
ENVIA, SENHOR, OPERÁRIOS PARA A MESSE;"Carlos Bueno; Breno Stanley";Músicas Católicas;G;FINAL;Final;https://www.cifraclub.com.br/catolicas/envia-senhor-operarios-para-messe/;https://www.cifraclub.com.br/catolicas/envia-senhor-operarios-para-messe/;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+ENVIA%2C+SENHOR%2C+OPER%C3%81RIOS+PARA+A+MESSE;Canto final / envio e missão;Sim
ENVIAI O VOSSO ESPÍRITO;Comunidade Católica Shalom;Comunidade Católica Shalom;;ESPIRITO_SANTO;Espírito Santo;https://www.cifraclub.com.br/comunidade-catolica-shalom/enviai-o-vosso-espirito/;https://www.cifraclub.com.br/comunidade-catolica-shalom/enviai-o-vosso-espirito/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Enviai+o+Vosso+Espírito;Invocação ao Espírito Santo;Sim
ENVIAI O VOSSO ESPÍRITO, SENHOR;Frei Joel Postma, OFM;CNBB / Música Litúrgica;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/watch?v=JeHCABENzq4;Pentecostes / Salmo 103(104);Sim
ENVIAI, SENHOR!;"Madre Tarcísia; música: José Alves";José Alves;;FINAL;Final;;;https://www.youtube.com/results?search_query=Jos%C3%A9+Alves+ENVIAI%2C+SENHOR%21;Canto final / Pentecostes / envio;Sim
ESCOLHIDA DE DEUS PAI;Ministério Amor e Adoração;Ministério Amor e Adoração;;MARIANA;Mariana;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/escolhida-de-deus-pai/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/escolhida-de-deus-pai/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Escolhida+de+Deus+Pai;Mariana;Sim
ESCUTA, SENHOR, A VOZ DO POVO TEU;"Frei Telles Ramon, O. de M.; música: Wanderson Luiz Freitas, O.Carm.";CNBB / Música Litúrgica;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Quaresma;Sim
ESPOSO RESSUSCITADO;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/esposo-ressuscitado/;https://www.cifraclub.com.br/comunidade-catolica-shalom/esposo-ressuscitado/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Esposo+Ressuscitado;Pós-comunhão / oração / ação de graças;Sim
ESPÍRITO CRIADOR;André Zamur;CNBB / Música Litúrgica;;OFERTORIO;Apresentação das Oferendas;;;https://www.youtube.com/watch?v=nyLQaQQvtMk;Apresentação das oferendas / Pentecostes;Sim
ESPÍRITO DE DEUS;Repertório católico;Músicas Católicas;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+ESP%C3%8DRITO+DE+DEUS;Invocação e presença do Espírito Santo;Sim
ESPÍRITO SANTO;"Renato Borges Neto; Kito Moura";Comunidade Católica Shalom;E;ESPIRITO_SANTO;Espírito Santo;https://www.cifraclub.com.br/comunidade-catolica-shalom/espirito-santo/;https://www.cifraclub.com.br/comunidade-catolica-shalom/espirito-santo/;https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+ESP%C3%8DRITO+SANTO;Invocação ao Espírito Santo / Pentecostes / renovação;Sim
ESPÍRITO SANTO DE DEUS;Repertório católico;Músicas Católicas;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+ESP%C3%8DRITO+SANTO+DE+DEUS;Invocação ao Espírito Santo;Sim
ESPÍRITO SANTO, VINDE;Repertório católico;Músicas Católicas;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+ESP%C3%8DRITO+SANTO%2C+VINDE;Invocação ao Espírito Santo;Sim
ESPÍRITO, ENCHE A MINHA VIDA;Repertório cristão;Músicas Católicas;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+ESP%C3%8DRITO%2C+ENCHE+A+MINHA+VIDA;Oração ao Espírito Santo / renovação;Sim
ESTAR EM TUAS MÃOS;Comunidade Católica Shalom;Comunidade Católica Shalom;F#m;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/estar-em-tuas-maos/;https://www.cifraclub.com.br/comunidade-catolica-shalom/estar-em-tuas-maos/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Estar+Em+Tuas+Mãos;Pós-comunhão / oração / ação de graças;Sim
ESTAREMOS AQUI REUNIDOS;"Ir. Míria T. Kolling; Pe. Lúcio Floro";CNBB / Música Litúrgica;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/watch?v=0FwVj_5oPAM;Pentecostes / assembleia reunida no Espírito;Sim
ESTE É O DIA;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/este-e-o-dia/;https://www.cifraclub.com.br/comunidade-catolica-shalom/este-e-o-dia/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Este+É+o+Dia;Pós-comunhão / oração / ação de graças;Sim
ESTRANGEIRO AQUI;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/estrangeiro-aqui/;https://www.cifraclub.com.br/comunidade-catolica-shalom/estrangeiro-aqui/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Estrangeiro+Aqui;Pós-comunhão / oração / ação de graças;Sim
ETERNA VIDA;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/eterna-vida/;https://www.cifraclub.com.br/comunidade-catolica-shalom/eterna-vida/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Eterna+Vida;Pós-comunhão / oração / ação de graças;Sim
ETERNO CÉU;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/eterno-ceu/;https://www.cifraclub.com.br/comunidade-catolica-shalom/eterno-ceu/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Eterno+Céu;Pós-comunhão / oração / ação de graças;Sim
EU CONFESSO A DEUS E A VÓS IRMÃOS;Thaylla;Músicas Católicas;Bm;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/catolicas/ato-penitencial-eu-confesso-a-deus-e-vos-irmaos/;https://www.cifraclub.com.br/catolicas/ato-penitencial-eu-confesso-a-deus-e-vos-irmaos/;;Ato penitencial / Confiteor;Sim
EU NAVEGAREI;Canção Nova;Canção Nova;Em;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/eu-navegarei/;https://www.cifraclub.com.br/cancao-nova/eu-navegarei/;https://www.youtube.com/results?search_query=Canção+Nova+Eu+Navegarei;Pós-comunhão / oração / ação de graças;Sim
EU QUERO ME APAIXONAR;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/eu-quero-me-apaixonar/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/eu-quero-me-apaixonar/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Eu+Quero+Me+Apaixonar;Pós-comunhão / oração / ação de graças;Sim
EU QUISERA;CNBB / Música Litúrgica;CNBB / Música Litúrgica;;FINAL;Final;;;https://www.youtube.com/watch?v=jpK0u7cCx60;Louvor final / Corpus Christi / adoração;Sim
EU SEGUIREI;Frei Gilson;Frei Gilson;E;FINAL;Final;https://www.letras.mus.br/frei-gilson/2757945/;https://www.cifraclub.com.br/frei-gilson/eu-seguirei/;https://www.youtube.com/watch?v=o2QQWcLE7ac;Envio / compromisso cristão;Sim
EU SEREI O AMOR;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/eu-serei-o-amor/;https://www.cifraclub.com.br/comunidade-catolica-shalom/eu-serei-o-amor/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Eu+Serei+o+Amor;Pós-comunhão / oração / ação de graças;Sim
EU SOU O PÃO;Pe. José Cândido da Silva;CNBB / Música Litúrgica;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=bmsE4JKdlEY;Comunhão / Pão da Vida / Hinário Litúrgico da CNBB;Sim
EU SOU O PÃO VIVO DESCIDO DO CÉU;Pe. José Weber, SVD;Pe. José Weber, SVD;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=H1AS7mDY1ag;Comunhão / Corpus Christi / Jo 6;Sim
EU TE ADORO;Comunidade Católica Shalom;Comunidade Católica Shalom;;ADORACAO;Adoração;;;https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+EU+TE+ADORO;Adoração / louvor;Sim
EU TE LEVANTAREI;Frei Gilson;Frei Gilson;F;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.letras.mus.br/frei-gilson/3002060/;https://www.cifraclub.com.br/frei-gilson/eu-te-levantarei/;;Oração / ação de graças;Sim
EU VIM AO MUNDO DAR TESTEMUNHO;;;;ENTRADA;Entrada;;;;Entrada / Cristo Rei;Sim
EU VOU CRER EM TI;FREI GILSON;FREI GILSON;F#;ENTRADA;Entrada;https://www.cifraclub.com.br/frei-gilson/eu-vou-crer-em-ti/;https://www.cifraclub.com.br/frei-gilson/eu-vou-crer-em-ti/;https://www.youtube.com/results?search_query=Frei+Gilson+EU+VOU+CRER+EM+TI;Fé / confiança;Sim
EUCARISTIA - DOM DE DEUS;Ir. Míria T. Kolling;Ir. Míria T. Kolling;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=auRB0z8EC6M;Comunhão / Eucaristia;Sim
EXEMPLO DE ESPERANÇA;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/exemplo-de-esperanca/;https://www.cifraclub.com.br/davidson-silva/exemplo-de-esperanca/;https://www.youtube.com/results?search_query=Davidson+Silva+Exemplo+de+Esperança;Pós-comunhão / oração / ação de graças;Sim
EXISTE UM LOUVOR;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/existe-um-louvor/;https://www.cifraclub.com.br/davidson-silva/existe-um-louvor/;https://www.youtube.com/results?search_query=Davidson+Silva+Existe+Um+Louvor;Pós-comunhão / oração / ação de graças;Sim
FACE ADORÁVEL;Comunidade Católica Shalom;Comunidade Católica Shalom;;ADORACAO;Adoração;https://www.cifraclub.com.br/comunidade-catolica-shalom/face-adoravel/;https://www.cifraclub.com.br/comunidade-catolica-shalom/face-adoravel/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Face+Adorável;Adoração;Sim
FAZEI MEUS DISCÍPULOS;Pe. José Weber, SVD;Pe. José Weber, SVD;;COMUNHAO;Comunhão;;;;Comunhão / Ascensão do Senhor;Sim
FESTA DO CORDEIRO;Comunidade Católica Shalom;Comunidade Católica Shalom;;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/comunidade-catolica-shalom/festa-do-cordeiro/;https://www.cifraclub.com.br/comunidade-catolica-shalom/festa-do-cordeiro/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Festa+do+Cordeiro;Cordeiro de Deus;Sim
FICO FELIZ EM VIR EM TUA CASA;;;;ENTRADA;Entrada;;;;Entrada / casa do Senhor;Sim
FOGO DO CÉU;FREI GILSON;FREI GILSON;A;ENTRADA;Entrada;https://www.cifraclub.com.br/frei-gilson/fogo-do-ceu/;https://www.cifraclub.com.br/frei-gilson/fogo-do-ceu/;https://www.youtube.com/results?search_query=Frei+Gilson+FOGO+DO+C%C3%89U;Renovação / oração;Sim
FOI ELEVADA MARIA AO CÉU;"Gradual Romano; música: Gílson Celerino";Gílson Celerino;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Assunção de Nossa Senhora;Sim
FONTE DE TODO AMOR;Ministério Missionário Shalom;Ministério Missionário Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/missionario-shalom/fonte-de-todo-amor/;https://www.cifraclub.com.br/missionario-shalom/fonte-de-todo-amor/;https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Fonte+de+Todo+Amor;Pós-comunhão / oração / ação de graças;Sim
FONTE DE VIVER;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/fonte-de-viver/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/fonte-de-viver/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Fonte+de+Viver;Pós-comunhão / oração / ação de graças;Sim
FONTE DO CARISMA;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/fonte-do-carisma/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/fonte-do-carisma/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Fonte+do+Carisma;Pós-comunhão / oração / ação de graças;Sim
FONTE DO VIVER;"Carlos Eduardo Da Silva; Ana Lucia; Luciana Sitta";Ministério Amor e Adoração;G;COMUNHAO;Comunhão;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/fonte-do-viver/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/fonte-do-viver/;;Comunhão / Eucaristia;Sim
GLORIFICA O SENHOR, JERUSALÉM;Joseph Gelineau, SJ;CNBB / Música Litúrgica;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Ascensão do Senhor;Sim
GLORIOSO REI;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/glorioso-rei/;https://www.cifraclub.com.br/comunidade-catolica-shalom/glorioso-rei/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Glorioso+Rei;Pós-comunhão / oração / ação de graças;Sim
GLÓRIA;Ministério Amor e Adoração;Ministério Amor e Adoração;;GLORIA;Glória;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/gloria/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/gloria/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Glória;Hino de louvor - Glória;Sim
GLÓRIA - MISSA PASCAL;Pe. Sílvio Milanez;Pe. Sílvio Milanez;;GLORIA;Glória;https://musicasparamissa.com.br/musica/gloria-pe-silvio-milanez/;;;"Hino do Glória; Missa Pascal; texto do Missal Romano.";Sim
GLÓRIA - TEXTO OFICIAL DA MISSA;Matheus Domingues;Músicas Católicas;G;GLORIA;Glória;https://www.cifraclub.com.br/catolicas/gloria-texto-oficial-da-missa/;https://www.cifraclub.com.br/catolicas/gloria-texto-oficial-da-missa/;;"Hino do Glória da Missa; texto litúrgico do Ordinário.";Sim
GLÓRIA A DEUS (MISSA);Obra de Maria;Obra de Maria;D;GLORIA;Glória;https://www.cifraclub.com.br/obra-de-maria/gloria-a-deus-missa/;https://www.cifraclub.com.br/obra-de-maria/gloria-a-deus-missa/;;Hino do Glória destinado à celebração da Missa.;Sim
GLÓRIA A DEUS NAS ALTURAS;Ministério Amor e Adoração;Ministério Amor e Adoração;E;GLORIA;Glória;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/gloria-a-deus-nas-alturas/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/gloria-a-deus-nas-alturas/;;Hino de louvor - Glória;Sim
GLÓRIA A DEUS NAS ALTURAS (GLÓRIA);"Missal Romano; Marcos R. N. Da Matta; Joel Postma";CNBB;;GLORIA;Glória;https://www.cifraclub.com.br/cnbb/gloria-a-deus-nas-alturas-gloria/;https://www.cifraclub.com.br/cnbb/gloria-a-deus-nas-alturas-gloria/;;"Hino do Glória; texto do Missal Romano.";Sim
GLÓRIA A DEUS NAS ALTURAS (NA DANÇA DA VIDA) 20 ANOS;COMUNIDADE CATÓLICA SHALOM;COMUNIDADE CATÓLICA SHALOM;;GLORIA;Glória;https://www.cifraclub.com.br/comunidade-catolica-shalom/gloria-a-deus-nas-alturas-na-danca-da-vida/;https://www.cifraclub.com.br/comunidade-catolica-shalom/gloria-a-deus-nas-alturas-na-danca-da-vida/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Glória+a+Deus+Nas+Alturas+(Na+Dança+da+Vida);Hino de louvor - Glória;Sim
GLÓRIA A DEUS NAS ALTURAS (RESSUSCITOU) 30 ANOS;COMUNIDADE CATÓLICA SHALOM;COMUNIDADE CATÓLICA SHALOM;;GLORIA;Glória;https://www.cifraclub.com.br/comunidade-catolica-shalom/gloria-a-deus-nas-alturas-ressuscitou/;https://www.cifraclub.com.br/comunidade-catolica-shalom/gloria-a-deus-nas-alturas-ressuscitou/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Glória+a+Deus+Nas+Alturas+(Ressuscitou);Hino de louvor - Glória;Sim
GLÓRIA A DEUS PAI;Reginaldo Veloso;Reginaldo Veloso;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=-8tZqNI_8Q8;Entrada / Santíssima Trindade;Sim
GLÓRIA A JESUS NA HÓSTIA SANTA;CNBB / Música Litúrgica;CNBB / Música Litúrgica;;FINAL;Final;;;https://www.youtube.com/watch?v=k9g4-oPL9M0;Louvor final / Corpus Christi / adoração;Sim
GLÓRIA A JESUS NA HÓSTIA SANTA / QUEREMOS DEUS;Padre Fábio de Melo;Padre Fábio de Melo;;COMUNHAO;Comunhão;https://www.cifraclub.com.br/pe-fabio-de-melo/gloria-a-jesus-na-hostia-santa-queremos-deus/;https://www.cifraclub.com.br/pe-fabio-de-melo/gloria-a-jesus-na-hostia-santa-queremos-deus/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Glória+a+Jesus+Na+Hóstia+Santa+/+Queremos+Deus;Comunhão / Eucaristia;Sim
GLÓRIA AO PAI, DOS HOMENS, DOS ANJOS;José Alves;José Alves;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=rFSQJjk4ilw;Entrada / Santíssima Trindade;Sim
GLÓRIA E ESPLENDOR;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/gloria-e-esplendor/;https://www.cifraclub.com.br/comunidade-catolica-shalom/gloria-e-esplendor/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Glória+e+Esplendor;Pós-comunhão / oração / ação de graças;Sim
GLÓRIA LITÚRGICO;Flavio Fonseca;Flavio Fonseca;E;GLORIA;Glória;https://www.cifraclub.com.br/flavio-fonseca/canto-liturgico-de-gloria/;https://www.cifraclub.com.br/flavio-fonseca/canto-liturgico-de-gloria/;;"Hino do Glória da Missa; texto litúrgico.";Sim
GLÓRIA, AO PAI CRIADOR;Gustavo Balbinot;Gustavo Balbinot;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=uzaLHnvcaH4;Entrada / Santíssima Trindade;Sim
GRANDE É TEU AMOR;Frei Gilson;Frei Gilson;C#m;OUTROS;Outros;https://www.cifraclub.com.br/frei-gilson/grande-e-teu-amor/;https://www.cifraclub.com.br/frei-gilson/grande-e-teu-amor/;https://www.youtube.com/results?search_query=Frei+Gilson+GRANDE+%C3%89+TEU+AMOR;Amor de Deus / louvor;Sim
GRANDE ÉS;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/grande-es/;https://www.cifraclub.com.br/comunidade-catolica-shalom/grande-es/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Grande+És;Pós-comunhão / oração / ação de graças;Sim
GRAÇAS VOS DOU, SENHOR;Frei Wanderson Luiz Freitas, O.Carm.;Frei Wanderson Luiz Freitas, O.Carm.;;COMUNHAO;Comunhão;;;;Comunhão / Santos Arcanjos / Salmo 137;Sim
GUARDIÕES;Adriana Arydes;Adriana Arydes;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/guardioes/;https://www.cifraclub.com.br/adriana/guardioes/;https://www.youtube.com/results?search_query=Adriana+Arydes+Guardiões;Pós-comunhão / oração / ação de graças;Sim
HALLELUJAH;Adriana Arydes;Adriana Arydes;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/hallelujah/;https://www.cifraclub.com.br/adriana/hallelujah/;https://www.youtube.com/results?search_query=Adriana+Arydes+Hallelujah;Pós-comunhão / oração / ação de graças;Sim
HERANÇA;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/heranca/;https://www.cifraclub.com.br/davidson-silva/heranca/;https://www.youtube.com/results?search_query=Davidson+Silva+Herança;Pós-comunhão / oração / ação de graças;Sim
HEY PARAÍSO;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/hey-paraiso/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/hey-paraiso/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Hey+Paraíso;Pós-comunhão / oração / ação de graças;Sim
HINO DE ADORAÇÃO;"Anônimo séc. XV; adaptação: Pe. Jacques Zwaanenburg";CNBB / Música Litúrgica;;FINAL;Final;;;https://www.youtube.com/watch?v=Rm-c7ruowIc;Louvor final / Corpus Christi / adoração e procissão;Sim
HOJE LIVRE SOU;Adriana Arydes;Adriana Arydes;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/hoje-livre-sou/;https://www.cifraclub.com.br/adriana/hoje-livre-sou/;https://www.youtube.com/results?search_query=Adriana+Arydes+Hoje+Livre+Sou;Pós-comunhão / oração / ação de graças;Sim
HOJE QUERO SER SÓ TEU;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/hoje-quero-ser-so-teu/;https://www.cifraclub.com.br/davidson-silva/hoje-quero-ser-so-teu/;https://www.youtube.com/results?search_query=Davidson+Silva+Hoje+Quero+Ser+Só+Teu;Pós-comunhão / oração / ação de graças;Sim
HOJE É TEMPO DE LOUVAR A DEUS;;;;ENTRADA;Entrada;;;;Entrada / louvor;Sim
HOLOCAUSTO DE AMOR;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/holocausto-de-amor/;https://www.cifraclub.com.br/comunidade-catolica-shalom/holocausto-de-amor/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Holocausto+de+Amor;Pós-comunhão / oração / ação de graças;Sim
HOMEM NOVO;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/homem-novo/;https://www.cifraclub.com.br/davidson-silva/homem-novo/;https://www.youtube.com/results?search_query=Davidson+Silva+Homem+Novo;Pós-comunhão / oração / ação de graças;Sim
HOMENAGEM A MARIA;"Pe. José Bortolini; música: Ir. Míria T. Kolling";Ir. Míria T. Kolling;;FINAL;Final;;;https://www.youtube.com/results?search_query=Ir.+M%C3%ADria+T.+Kolling+HOMENAGEM+A+MARIA;Canto final / mariano / Assunção de Nossa Senhora;Sim
